record_id,beat_idx,label,RR_current,RR_prev,RR_ratio,RR_local_mean,R_amplitude,QRS_duration,QRS_energy,ST_mean
100,33,N,775.0,805.5555555555555,0.9522184300341296,813.8888888888889,0.855,6.0,9.112050000000002,-0.3979012345679013
100,34,N,800.0,775.0,0.9869773817683345,810.5555555555555,0.795,6.0,9.7645,-0.445
100,35,N,788.8888888888889,800.0,0.9826989619377163,802.7777777777777,0.85,6.0,10.270125000000002,-0.459074074074074
100,36,N,858.3333333333333,788.8888888888889,1.0655172413793104,805.5555555555554,0.955,6.0,10.984525,-0.43302469135802474
100,37,N,841.6666666666666,858.3333333333333,1.0355434039644569,812.7777777777776,0.835,7.0,10.407150000000001,-0.43160493827160495
100,38,N,825.0,841.6666666666666,1.0027008777852804,822.7777777777777,0.795,6.0,9.982225000000003,-0.44962962962962966
100,39,N,802.7777777777778,825.0,0.9750337381916331,823.3333333333333,0.885,6.0,9.93215,-0.4377777777777777
100,40,N,836.1111111111111,802.7777777777778,1.0040026684456305,832.7777777777777,1.05,7.0,10.4924,-0.40814814814814815
100,41,N,791.6666666666666,836.1111111111111,0.966101694915254,819.4444444444446,0.85,6.0,8.731525,-0.39456790123456786
100,42,N,788.8888888888889,791.6666666666666,0.9752747252747253,808.8888888888889,0.82,6.0,10.639125,-0.4875308641975309
100,43,N,819.4444444444445,788.8888888888889,1.014442916093535,807.7777777777777,0.85,6.0,10.689950000000001,-0.48555555555555563
100,44,N,844.4444444444445,819.4444444444445,1.0347174948944862,816.1111111111111,0.885,7.0,11.109275,-0.4601234567901234
100,45,N,880.5555555555555,844.4444444444445,1.0673400673400673,825.0,0.81,6.0,10.688125000000001,-0.4314814814814814
100,46,N,822.2222222222222,880.5555555555555,0.9893048128342246,831.1111111111111,0.835,6.0,9.490675000000001,-0.4474691358024691
100,47,N,777.7777777777778,822.2222222222222,0.9383378016085792,828.8888888888889,0.93,6.0,9.90595,-0.3982716049382716
100,48,N,802.7777777777778,777.7777777777778,0.9724091520861375,825.5555555555554,0.925,6.0,9.091275000000001,-0.3902469135802469
100,49,N,811.1111111111111,802.7777777777778,0.9905020352781546,818.8888888888889,0.77,5.0,8.599874999999997,-0.4302469135802469
100,50,N,797.2222222222223,811.1111111111111,0.9937673130193907,802.2222222222222,0.735,5.0,10.1983,-0.4807407407407407
100,51,N,836.1111111111111,797.2222222222223,1.038647342995169,805.0,0.85,6.0,9.81115,-0.41827160493827154
100,52,N,830.5555555555557,836.1111111111111,1.018392370572207,815.5555555555557,0.85,6.0,8.8991,-0.38851851851851854
100,53,N,825.0,830.5555555555557,1.0060975609756098,820.0,0.79,6.0,8.5151,-0.4130864197530865
100,54,N,811.1111111111111,825.0,0.9891598915989159,820.0,0.775,6.0,8.622774999999999,-0.42796296296296304
100,55,N,788.8888888888889,811.1111111111111,0.9640190088255262,818.3333333333334,1.02,7.0,10.5758,-0.4036419753086419
100,56,N,780.5555555555555,788.8888888888889,0.9669649002064693,807.2222222222223,0.935,7.0,10.65445,-0.39537037037037037
100,57,N,808.3333333333334,780.5555555555555,1.0069204152249134,802.7777777777778,0.765,6.0,9.4511,-0.46111111111111114
100,58,N,841.6666666666666,808.3333333333334,1.0441075120606478,806.1111111111111,0.86,6.0,9.151474999999998,-0.4126543209876543
100,59,N,833.3333333333334,841.6666666666666,1.0281014393420151,810.5555555555555,0.945,6.0,8.775925,-0.3608024691358025
100,60,N,830.5555555555557,833.3333333333334,1.014246947082768,818.8888888888889,1.02,9.0,10.515275,-0.3571604938271605
100,61,N,805.5555555555555,830.5555555555557,0.9777478084962913,823.8888888888889,0.81,6.0,8.678499999999998,-0.43543209876543215
100,62,N,777.7777777777778,805.5555555555555,0.9510869565217391,817.7777777777778,0.815,6.0,9.571000000000002,-0.4169135802469136
100,63,N,797.2222222222223,777.7777777777778,0.9855769230769231,808.8888888888889,0.805,6.0,9.05435,-0.4230246913580247
100,64,N,780.5555555555555,797.2222222222223,0.9777313848295058,798.3333333333334,0.705,7.0,9.381974999999999,-0.4458641975308642
100,65,N,791.6666666666666,780.5555555555555,1.0014054813773716,790.5555555555555,0.775,5.0,9.805175,-0.4553086419753087
100,66,N,855.5555555555555,791.6666666666666,1.0687022900763359,800.5555555555555,0.96,6.0,9.0974,-0.3625925925925926
100,67,N,847.2222222222222,855.5555555555555,1.0402455661664392,814.4444444444445,0.955,8.0,8.761525,-0.32975308641975304
100,68,N,822.2222222222222,847.2222222222222,1.0033898305084743,819.4444444444446,0.83,6.0,7.242375,-0.35246913580246914
100,69,N,783.3333333333334,822.2222222222222,0.9552845528455285,820.0,0.885,6.0,7.627725000000001,-0.34055555555555556
100,70,N,786.1111111111111,783.3333333333334,0.9599728629579375,818.8888888888889,1.03,6.0,7.565875,-0.2862345679012345
100,71,N,786.1111111111111,786.1111111111111,0.976535541752933,805.0,0.91,7.0,6.8092500000000005,-0.2704320987654321
100,72,N,816.6666666666666,786.1111111111111,1.0222531293463142,798.8888888888889,0.89,6.0,7.033075,-0.3210493827160494
100,73,N,811.1111111111111,816.6666666666666,1.0181311018131103,796.6666666666666,0.985,7.0,8.274474999999999,-0.3132716049382716
100,74,N,850.0,811.1111111111111,1.0493827160493827,810.0,1.045,6.0,7.406425,-0.27197530864197533
100,75,N,833.3333333333334,850.0,1.016949152542373,819.4444444444443,0.915,7.0,7.1249,-0.2911728395061728
100,76,N,811.1111111111111,833.3333333333334,0.9838274932614554,824.4444444444446,0.85,6.0,7.510425000000001,-0.3701234567901235
100,77,N,783.3333333333334,811.1111111111111,0.9578804347826086,817.7777777777778,0.91,6.0,8.194450000000002,-0.36037037037037034
100,78,N,772.2222222222223,783.3333333333334,0.953360768175583,810.0,0.99,6.0,8.147125,-0.33216049382716045
100,79,N,786.1111111111111,772.2222222222223,0.9860627177700347,797.2222222222223,0.875,6.0,7.39835,-0.32919753086419745
100,80,N,802.7777777777778,786.1111111111111,1.014747191011236,791.1111111111111,0.825,7.0,7.972975000000001,-0.3731481481481482
100,81,N,841.6666666666666,802.7777777777778,1.0557491289198604,797.2222222222223,0.905,6.0,8.25605,-0.35728395061728396
100,82,N,825.0,841.6666666666666,1.0241379310344827,805.5555555555555,0.99,6.0,8.673375000000002,-0.3221604938271605
100,83,N,811.1111111111111,825.0,0.9972677595628414,813.3333333333334,0.875,6.0,7.194449999999999,-0.3414814814814815
100,84,N,777.7777777777778,811.1111111111111,0.9582477754962354,811.6666666666667,0.835,6.0,8.467925,-0.42345679012345677
100,85,N,800.0,777.7777777777778,0.9863013698630138,811.1111111111111,1.065,8.0,11.974375000000002,-0.3882098765432098
100,86,N,788.8888888888889,800.0,0.9854267869535047,800.5555555555554,0.855,6.0,8.904449999999999,-0.3803703703703704
100,87,N,800.0,788.8888888888889,1.005586592178771,795.5555555555554,0.835,6.0,8.429775,-0.4016666666666666
100,88,N,816.6666666666666,800.0,1.0251046025104602,796.6666666666667,0.91,7.0,9.4805,-0.38685185185185184
100,89,N,858.3333333333333,816.6666666666666,1.0560492139439508,812.7777777777777,0.91,7.0,9.7226,-0.3596913580246914
100,90,N,830.5555555555557,858.3333333333333,1.014246947082768,818.8888888888889,0.86,7.0,8.303424999999999,-0.3924074074074074
100,91,N,786.1111111111111,830.5555555555557,0.9606245756958587,818.3333333333334,0.77,6.0,9.249525,-0.44549382716049385
100,92,N,783.3333333333334,786.1111111111111,0.9611451942740286,815.0000000000001,0.955,6.0,9.957575,-0.39561728395061724
100,93,N,791.6666666666666,783.3333333333334,0.9773662551440329,810.0,0.945,6.0,9.162574999999999,-0.34808641975308646
100,94,N,830.5555555555557,791.6666666666666,1.0324585635359118,804.4444444444445,0.895,6.0,7.1115,-0.3287037037037037
100,95,N,825.0,830.5555555555557,1.0269709543568466,803.3333333333333,0.94,7.0,9.662350000000002,-0.42864197530864206
100,96,N,830.5555555555557,825.0,1.0225718194254447,812.2222222222223,0.915,7.0,10.681375000000001,-0.4257407407407408
100,97,N,830.5555555555557,830.5555555555557,1.010818120351589,821.6666666666667,0.89,6.0,10.224275,-0.4238271604938271
100,98,N,822.2222222222222,830.5555555555557,0.9932885906040269,827.7777777777777,0.76,6.0,9.17305,-0.41320987654320984
100,99,N,797.2222222222223,822.2222222222222,0.9709066305818675,821.1111111111111,0.735,5.0,10.00285,-0.44753086419753085
100,100,N,777.7777777777778,797.2222222222223,0.9582477754962354,811.6666666666667,0.895,6.0,9.786349999999999,-0.4133333333333333
100,101,N,794.4444444444443,777.7777777777778,0.9875690607734805,804.4444444444445,0.995,8.0,10.307425,-0.333641975308642
100,102,N,813.8888888888889,794.4444444444443,1.0159500693481276,801.1111111111111,0.955,7.0,8.8959,-0.35845679012345677
100,103,N,858.3333333333333,813.8888888888889,1.0618556701030928,808.3333333333333,0.925,6.0,8.436875,-0.37635802469135804
100,104,N,847.2222222222222,858.3333333333333,1.0353021045485404,818.3333333333333,1.01,6.0,8.894375000000002,-0.34555555555555556
100,105,N,811.1111111111111,847.2222222222222,0.9831649831649831,825.0,0.875,6.0,7.922099999999999,-0.34864197530864194
100,106,N,794.4444444444443,811.1111111111111,0.9629629629629628,825.0,0.92,6.0,8.318075,-0.37123456790123455
100,107,N,786.1111111111111,794.4444444444443,0.9593220338983052,819.4444444444443,0.975,6.0,8.341825,-0.33148148148148143
100,108,N,797.2222222222223,786.1111111111111,0.9876118375774262,807.2222222222222,0.9,7.0,8.964875,-0.3542592592592592
100,109,N,811.1111111111111,797.2222222222223,1.0138888888888888,800.0,0.8,7.0,9.328875,-0.4222222222222223
100,110,N,825.0,811.1111111111111,1.027681660899654,802.7777777777777,0.905,6.0,10.251624999999999,-0.4342592592592593
100,111,N,847.2222222222222,825.0,1.0416666666666667,813.3333333333333,1.005,9.0,12.137375,-0.4045061728395062
100,112,N,852.7777777777777,847.2222222222222,1.0315860215053763,826.6666666666666,0.92,6.0,10.1095,-0.3957407407407407
100,113,N,808.3333333333334,852.7777777777777,0.975201072386059,828.8888888888889,0.89,6.0,10.442050000000002,-0.44913580246913576
100,114,N,766.6666666666667,808.3333333333334,0.934959349593496,820.0,0.89,5.0,9.284775,-0.3962962962962963
100,115,N,800.0,766.6666666666667,0.9815950920245399,815.0,1.085,8.0,10.640975000000001,-0.34660493827160493
100,116,N,802.7777777777778,800.0,0.9958649207443143,806.1111111111111,0.87,6.0,8.179424999999998,-0.36333333333333334
100,117,N,816.6666666666666,802.7777777777778,1.0222531293463142,798.8888888888889,0.9,6.0,9.192675000000001,-0.4211728395061728
100,118,N,836.1111111111111,816.6666666666666,1.039364640883978,804.4444444444443,1.035,6.0,9.530050000000003,-0.3520987654320988
100,119,N,819.4444444444445,836.1111111111111,1.005453306066803,815.0,1.0,6.0,8.4895,-0.33820987654320994
100,120,N,827.7777777777777,819.4444444444445,1.008801624915369,820.5555555555554,0.895,6.0,8.473075000000001,-0.3797530864197531
100,121,N,797.2222222222223,827.7777777777777,0.9728813559322033,819.4444444444446,0.925,6.0,8.640525,-0.3854938271604938
100,122,N,780.5555555555555,797.2222222222223,0.9610123119015047,812.2222222222223,1.03,6.0,8.850249999999999,-0.328641975308642
100,123,N,777.7777777777778,780.5555555555555,0.9715475364330327,800.5555555555555,0.97,6.0,8.48885,-0.3373456790123457
100,124,N,813.8888888888889,777.7777777777778,1.0180681028492007,799.4444444444446,0.925,8.0,10.015125000000001,-0.39611111111111114
100,125,N,822.2222222222222,813.8888888888889,1.0299234516353515,798.3333333333333,0.94,6.0,9.494924999999999,-0.40888888888888897
100,126,N,863.8888888888889,822.2222222222222,1.0643394934976043,811.6666666666667,0.985,6.0,9.432075,-0.36901234567901237
100,127,N,830.5555555555557,863.8888888888889,1.0108181203515891,821.6666666666666,0.89,6.0,8.4193,-0.36401234567901236
100,128,N,788.8888888888889,830.5555555555557,0.9575185434929198,823.8888888888889,0.83,5.0,8.5228,-0.4018518518518518
100,129,N,786.1111111111111,788.8888888888889,0.9606245756958587,818.3333333333334,0.915,6.0,8.652299999999999,-0.36962962962962964
100,130,N,802.7777777777778,786.1111111111111,0.9856753069577081,814.4444444444445,0.995,6.0,8.323875,-0.3346913580246914
100,131,N,791.6666666666666,802.7777777777778,0.9895833333333333,800.0,0.865,6.0,7.9613499999999995,-0.3601234567901234
100,132,N,819.4444444444445,791.6666666666666,1.027158774373259,797.7777777777777,0.85,7.0,9.660775,-0.4368518518518518
100,133,N,830.5555555555557,819.4444444444445,1.0303239145416956,806.1111111111111,0.89,6.0,9.564599999999999,-0.40092592592592585
100,134,N,838.8888888888889,830.5555555555557,1.0272108843537415,816.6666666666666,0.965,6.0,8.211725,-0.30030864197530865
100,135,N,819.4444444444445,838.8888888888889,0.9993224932249323,820.0,0.82,7.0,7.235424999999999,-0.3181481481481481
100,136,N,772.2222222222223,819.4444444444445,0.9462219196732472,816.1111111111111,0.805,6.0,9.238400000000002,-0.42543209876543203
100,137,N,752.7777777777777,772.2222222222223,0.9377162629757784,802.7777777777778,0.92,6.0,8.595374999999999,-0.36851851851851847
100,138,N,794.4444444444443,752.7777777777777,0.9986033519553071,795.5555555555555,0.87,6.0,8.699875,-0.36944444444444446
100,139,N,819.4444444444445,794.4444444444443,1.0350877192982457,791.6666666666666,0.76,7.0,8.7163,-0.4069135802469135
100,140,N,813.8888888888889,819.4444444444445,1.029515108924807,790.5555555555554,0.82,6.0,10.146550000000001,-0.4648148148148148
100,141,N,836.1111111111111,813.8888888888889,1.040802213001383,803.3333333333334,0.9,7.0,10.17595,-0.3819753086419753
100,142,N,822.2222222222222,836.1111111111111,1.0061182868796736,817.2222222222222,0.875,6.0,8.0902,-0.35259259259259257
100,143,N,783.3333333333334,822.2222222222222,0.9611451942740287,815.0,0.78,5.0,9.4956,-0.4527160493827161
100,144,N,744.4444444444445,783.3333333333334,0.9305555555555556,800.0,0.84,6.0,10.090925,-0.4443827160493827
100,145,N,830.5555555555557,744.4444444444445,1.0338865836791151,803.3333333333333,0.965,7.0,11.066425,-0.4212962962962963
100,146,N,780.5555555555555,830.5555555555557,0.9852734922861149,792.2222222222223,0.88,8.0,10.846224999999999,-0.4551234567901234
100,147,N,830.5555555555557,780.5555555555555,1.046186144156753,793.8888888888889,0.81,6.0,10.8044,-0.4743827160493827
100,148,N,863.8888888888889,830.5555555555557,1.0665294924554185,810.0,0.91,6.0,9.549775,-0.4007407407407407
100,149,N,822.2222222222222,863.8888888888889,0.9959623149394348,825.5555555555554,0.85,7.0,8.730550000000001,-0.3604938271604939
100,150,N,802.7777777777778,822.2222222222222,0.9789972899728998,820.0,0.86,7.0,9.499825000000001,-0.42067901234567895
100,151,N,777.7777777777778,802.7777777777778,0.9491525423728813,819.4444444444446,0.86,5.0,9.310725,-0.40592592592592597
100,152,N,786.1111111111111,777.7777777777778,0.9698423577793011,810.5555555555554,0.92,7.0,9.434175,-0.37061728395061727
100,153,N,800.0,786.1111111111111,1.0027855153203344,797.7777777777777,0.935,6.0,8.455675000000001,-0.3520987654320988
100,154,N,797.2222222222223,800.0,1.005606166783462,792.7777777777778,0.855,6.0,8.244175,-0.4069135802469136
100,155,N,813.8888888888889,797.2222222222223,1.0237596086652692,795.0,0.85,6.0,8.893275000000001,-0.40179012345679016
100,156,N,847.2222222222222,813.8888888888889,1.0473901098901097,808.8888888888889,0.96,6.0,8.711825000000001,-0.3669753086419753
100,157,N,825.0,847.2222222222222,1.010204081632653,816.6666666666667,0.795,5.0,8.5097,-0.4175925925925925
100,158,N,775.0,825.0,0.9548254620123202,811.6666666666667,0.825,6.0,10.5571,-0.43759259259259253
100,159,N,761.1111111111111,775.0,0.9461325966850826,804.4444444444446,0.94,7.0,10.29375,-0.4141358024691357
100,160,N,780.5555555555555,761.1111111111111,0.9784122562674096,797.7777777777777,0.71,5.0,9.118350000000001,-0.414320987654321
100,161,N,772.2222222222223,780.5555555555555,0.986515259048971,782.7777777777778,0.72,6.0,10.717925,-0.5031481481481482
100,162,N,825.0,772.2222222222223,1.0539389638041166,782.7777777777777,0.775,6.0,9.722025,-0.44271604938271614
100,163,N,827.7777777777777,825.0,1.0434173669467788,793.3333333333333,0.895,8.0,10.244275,-0.3927777777777777
100,164,N,797.2222222222223,827.7777777777777,0.9958362248438585,800.5555555555555,0.795,7.0,9.485399999999998,-0.4195061728395062
100,165,N,786.1111111111111,797.2222222222223,0.9805959805959806,801.6666666666666,0.735,6.0,9.9332,-0.4855555555555555
100,166,N,788.8888888888889,786.1111111111111,0.9799861973775018,805.0,0.84,5.0,9.6548,-0.4057407407407408
100,167,N,777.7777777777778,788.8888888888889,0.9776536312849162,795.5555555555555,0.92,6.0,9.3176,-0.38709876543209876
100,168,N,761.1111111111111,777.7777777777778,0.9730113636363635,782.2222222222223,0.87,6.0,8.4698,-0.38246913580246916
100,169,N,786.1111111111111,761.1111111111111,1.0078347578347577,780.0,0.875,6.0,9.06085,-0.4216666666666666
100,170,N,819.4444444444445,786.1111111111111,1.0416666666666667,786.6666666666666,0.905,6.0,8.432424999999999,-0.36759259259259264
100,171,N,847.2222222222222,819.4444444444445,1.0612386917188588,798.3333333333333,0.91,6.0,8.6768,-0.38135802469135804
100,172,N,808.3333333333334,847.2222222222222,1.0048342541436464,804.4444444444445,0.855,6.0,9.18475,-0.4335185185185185
100,173,N,769.4444444444445,808.3333333333334,0.954514128187457,806.1111111111111,0.815,6.0,9.915325000000001,-0.45604938271604933
100,174,N,777.7777777777778,769.4444444444445,0.9668508287292819,804.4444444444445,0.94,6.0,8.87255,-0.3666666666666667
100,175,N,791.6666666666666,777.7777777777778,0.9909596662030598,798.8888888888889,0.9,6.0,8.267975,-0.3475925925925926
100,176,N,786.1111111111111,791.6666666666666,0.9992937853107344,786.6666666666666,0.78,6.0,9.020775000000002,-0.43580246913580245
100,177,N,797.2222222222223,786.1111111111111,1.0162889518413598,784.4444444444445,0.815,6.0,9.894,-0.4205555555555555
100,178,N,819.4444444444445,797.2222222222223,1.0314685314685315,794.4444444444445,0.975,6.0,8.286150000000001,-0.33444444444444443
100,179,N,819.4444444444445,819.4444444444445,1.0207612456747406,802.7777777777777,0.9,6.0,8.0896,-0.3434567901234568
100,180,N,805.5555555555555,819.4444444444445,1.0,805.5555555555555,0.805,6.0,8.2447,-0.40598765432098766
100,181,N,772.2222222222223,805.5555555555555,0.9619377162629758,802.7777777777778,0.845,6.0,8.560925000000001,-0.36358024691358026
100,182,N,775.0,772.2222222222223,0.9707724425887266,798.3333333333333,0.965,6.0,7.9249,-0.32469135802469135
100,183,N,772.2222222222223,775.0,0.9788732394366197,788.8888888888889,0.86,6.0,7.491474999999999,-0.3589506172839506
100,184,N,805.5555555555555,772.2222222222223,1.0247349823321554,786.1111111111111,0.775,7.0,9.004725,-0.4259259259259258
100,185,N,811.1111111111111,805.5555555555555,1.0303458009880027,787.2222222222223,0.885,6.0,8.253824999999999,-0.36728395061728397
100,186,N,822.2222222222222,811.1111111111111,1.0313588850174216,797.2222222222222,0.915,7.0,7.567175000000001,-0.32709876543209876
100,187,N,800.0,822.2222222222222,0.997229916897507,802.2222222222222,0.81,7.0,6.940625,-0.339320987654321
100,188,N,769.4444444444445,800.0,0.9598059598059598,801.6666666666666,0.835,6.0,8.6431,-0.41111111111111115
100,189,N,777.7777777777778,769.4444444444445,0.9769713886950454,796.1111111111111,0.94,6.0,7.48565,-0.31364197530864196
100,190,N,775.0,777.7777777777778,0.9823943661971831,788.8888888888889,0.92,7.0,7.01195,-0.29376543209876543
100,191,N,783.3333333333334,775.0,1.0028449502133714,781.1111111111111,0.87,9.0,8.700375000000001,-0.36030864197530865
100,192,N,786.1111111111111,783.3333333333334,1.0099928622412562,778.3333333333334,0.78,6.0,8.441600000000001,-0.4204320987654321
100,193,N,830.5555555555557,786.1111111111111,1.050597329585383,790.5555555555557,0.85,7.0,8.186325,-0.3471604938271605
100,194,N,819.4444444444445,830.5555555555557,1.0257301808066759,798.8888888888889,0.965,6.0,7.562575000000001,-0.3128395061728395
100,195,N,783.3333333333334,819.4444444444445,0.9784871616932687,800.5555555555555,0.895,9.0,9.26025,-0.36092592592592593
100,196,N,752.7777777777777,783.3333333333334,0.9475524475524473,794.4444444444446,0.845,6.0,8.422975,-0.39438271604938274
100,197,N,772.2222222222223,752.7777777777777,0.9754385964912281,791.6666666666667,0.975,6.0,8.611775000000002,-0.353641975308642
100,198,N,783.3333333333334,772.2222222222223,1.0014204545454546,782.2222222222223,0.835,6.0,8.74835,-0.3683950617283951
100,199,N,791.6666666666666,783.3333333333334,1.0193133047210299,776.6666666666667,0.86,8.0,9.598424999999999,-0.42154320987654315
100,200,N,811.1111111111111,791.6666666666666,1.0369318181818181,782.2222222222223,0.83,6.0,8.793625,-0.38654320987654317
100,201,N,827.7777777777777,811.1111111111111,1.038327526132404,797.2222222222222,0.94,6.0,7.6377749999999995,-0.331358024691358
100,202,N,827.7777777777777,827.7777777777777,1.0240549828178693,808.3333333333334,0.87,6.0,7.1091500000000005,-0.3292592592592593
100,203,N,802.7777777777778,827.7777777777777,0.9883720930232558,812.2222222222223,0.795,6.0,7.957325,-0.3975308641975309
100,204,N,769.4444444444445,802.7777777777778,0.9525447042640991,807.7777777777777,0.9,6.0,7.4287,-0.31549382716049384
100,205,N,769.4444444444445,769.4444444444445,0.9624739402362753,799.4444444444443,0.9,7.0,7.3793999999999995,-0.3114197530864198
100,206,N,800.0,769.4444444444445,1.0076976906927921,793.8888888888889,0.755,6.0,7.456125,-0.34740740740740733
100,207,N,819.4444444444445,800.0,1.0343618513323984,792.2222222222222,0.825,8.0,9.767425,-0.4453703703703703
100,208,N,836.1111111111111,819.4444444444445,1.0465924895688457,798.8888888888889,0.835,9.0,10.0844,-0.38395061728395063
100,209,N,838.8888888888889,836.1111111111111,1.0321257689678744,812.7777777777777,0.85,7.0,7.71835,-0.3366049382716049
100,210,N,800.0,838.8888888888889,0.9769335142469471,818.8888888888889,0.75,7.0,7.3527000000000005,-0.36734567901234566
100,211,N,794.4444444444443,800.0,0.9714673913043478,817.7777777777777,0.745,6.0,8.479600000000001,-0.4485802469135803
100,212,N,802.7777777777778,794.4444444444443,0.9856753069577081,814.4444444444445,0.835,6.0,8.429950000000002,-0.3616666666666667
100,213,N,786.1111111111111,802.7777777777778,0.9772099447513813,804.4444444444443,0.91,7.0,8.129550000000002,-0.3169753086419753
100,214,N,788.8888888888889,786.1111111111111,0.9930069930069931,794.4444444444443,0.86,7.0,7.741424999999999,-0.352962962962963
100,215,N,833.3333333333334,788.8888888888889,1.0402219140083218,801.1111111111111,0.885,7.0,8.824449999999999,-0.4039506172839506
100,216,N,847.2222222222222,833.3333333333334,1.0438056125941135,811.6666666666667,0.94,6.0,7.799075,-0.3162962962962963
100,217,N,838.8888888888889,847.2222222222222,1.0244233378561736,818.8888888888889,0.96,10.0,9.915799999999999,-0.2897530864197531
100,218,N,788.8888888888889,838.8888888888889,0.9627118644067798,819.4444444444443,0.75,5.0,7.631025000000001,-0.3835802469135802
100,219,N,758.3333333333333,788.8888888888889,0.9323770491803278,813.3333333333333,0.805,6.0,7.849225,-0.38475308641975314
100,220,N,797.2222222222223,758.3333333333333,0.9889731219848381,806.1111111111111,0.885,6.0,8.52505,-0.3821604938271605
100,221,N,805.5555555555555,797.2222222222223,1.0097493036211698,797.7777777777778,0.77,6.0,8.64555,-0.4285802469135802
100,222,N,813.8888888888889,805.5555555555555,1.0266292922214437,792.7777777777777,0.76,7.0,10.085675000000002,-0.44981481481481483
100,223,N,819.4444444444445,813.8888888888889,1.0257301808066759,798.8888888888889,0.92,6.0,8.52785,-0.37209876543209874
